,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-07-06,-11,-14,-9,,0,0,3,-14,16,,7,,-10,-15,,6,-1,-4,19,2,-6,-9,-2,-1,-16,-15,10,-21,-7,-3,,,-46,,-1,21,16,-6,2,-1,,-2,-15,3,,-9,6,-3,6,,0,14,-4,11,10,-14,,,-6,-34,-14,6,,,-2,5,-3,-8,-12,,1,,7,-6,-6,,-6,-6,-3,,-4,-9,-29,22,,-8,-11,-4,,,12,16,11,,,8,-5,,-13,2,,4,,,-15,-1,,2,12,15,,9,,8,4,,,2,8,-7,-7,12,23,,22,15,0,16,-1,-12,,1,-7,-31,6,,-9,-3,-2,-21,-5,-6,-3,-2,-2,2,,-5,4,-2,-9,,-4,,,-4,,,,,,-2,,-7,,-6,-1,-22,,,-10,,-15,,-18,,-15,-31,,-18,,-16,,,,,,-25,,-9,-9,-29,4,-13,,-26,-28,0,-11,,-13,-27,-21,-41,-10,-35,-33,,-17,2,-18,-15,,,-2,-12,-17,-9,,-13,,,-17,-2,-2,-19,-18,-67,-10,-2,-11,,-25,-28,-16,-26,,,,-7,,-35,-25,,,-31,-37,,-13,-21,-1,-19,-15,5,-10,-4,-6,1,3,11,0,-3,-1,-1,-17,3,10,0,-2,7,28,1,-3,-6,-9,-37,2,-10,-4,-12,-1,-14,-1,,,,,,,,,12,,,,,-14,,,,-6,05/08/2021 06:15:19 +1000
2020-07-07,-11,-11,-10,-4,-3,2,4,-15,13,,11,,-12,-4,,5,-1,-2,23,0,-5,-11,-4,1,-16,-15,6,-19,-5,0,,,-45,,1,22,9,-3,3,-7,,1,-12,3,,,8,-1,3,,-3,,-3,10,6,-20,,,-5,-32,-11,8,,,-3,8,4,-3,-14,,1,,6,-7,-5,,-20,-5,-3,,-6,-4,-29,25,,-8,-12,-1,,,10,18,9,,,13,-5,,-12,3,,1,,,-15,2,,1,10,17,,16,,7,4,,,1,6,-2,-4,12,14,,21,16,3,-14,-1,5,2,1,-6,-27,2,,-5,-2,-3,-21,-6,-3,-3,-2,3,3,,-3,5,-2,-7,,-2,,,0,,,,,,-4,,-7,,-9,-6,-19,,,-11,,-10,,-14,,-9,-29,,-18,,-16,,,,,,-22,,-12,-2,-25,-2,-9,,-21,-26,1,-4,,-8,-25,-14,-38,-9,-28,,,-13,-2,-11,-12,,,-5,-9,-17,-13,,-8,,,-11,-6,-8,-9,-14,-64,-5,2,-14,,-22,-25,-10,-21,,,,-1,,-29,-15,,,-27,-29,,-9,-17,-3,-14,-11,1,-8,1,-5,6,8,11,3,-1,2,3,-8,8,10,2,1,12,19,7,4,-3,5,-27,4,-1,1,-11,2,-1,4,,-12,,,,,,,13,,,,,-4,0,,,5,05/08/2021 06:15:19 +1000
2020-07-08,-8,-12,-11,3,-2,2,0,-14,12,,11,,-14,-9,,7,0,-1,23,-19,-6,-13,-4,0,-16,-13,9,-19,-7,4,,,-44,,0,19,17,-6,5,3,,3,-10,1,,-3,7,-1,2,,1,9,-5,9,12,-14,,,-7,-29,-10,6,,,-1,3,3,-8,-13,,2,-6,3,-5,-2,,-15,-5,-1,,-9,-7,-30,18,,-9,-12,0,,,10,15,9,,,12,-5,,-12,2,,2,,,-15,1,,4,9,19,,12,,6,4,,,0,7,-4,-9,7,19,,15,15,-1,12,1,2,3,2,-6,-30,9,,1,-2,-1,-9,-2,-1,-6,1,-1,5,,-1,5,-1,-7,,2,,,4,,,,,,2,,-5,,-12,2,-18,,,-10,,-12,,-18,,-10,-24,,-13,,-12,,,,,,-16,,-8,5,-17,2,6,,-7,-21,-21,1,,-1,-20,-6,-27,-5,-13,,,-2,-10,1,5,,,-4,3,-12,-9,,8,,,4,-1,5,-2,-3,-62,0,-12,-8,,-10,-15,-4,-14,,,,8,,-21,-4,-15,,-12,-21,,-16,-15,-4,-1,-6,-14,5,0,-3,6,9,8,5,-1,2,1,-5,9,5,0,3,5,24,3,4,-1,4,-25,8,-4,0,-8,2,2,3,,,,,,,,,13,,,,,-2,-2,,,8,05/08/2021 06:15:19 +1000
2020-07-09,-14,-11,-7,6,2,5,3,-13,6,,13,,-11,-8,,9,2,0,29,-23,-3,-5,-2,2,-11,-15,9,-20,-10,1,,,-39,,4,20,15,0,0,-1,,5,-13,5,,3,,-1,17,,3,9,-2,8,12,1,,,-6,-25,-7,9,,,1,9,6,-2,-8,,5,-7,3,-6,-4,,,-4,1,,-10,-5,-23,21,5,-5,-4,0,,,13,15,10,,,15,-6,,-14,1,,3,,,-16,2,,3,13,19,,9,,8,3,,,0,3,-14,-9,9,13,,21,9,-3,12,-3,8,8,-1,-2,-23,18,,-1,3,-1,-10,-3,-2,1,1,0,7,,1,9,1,-8,,2,,,4,,,,,,5,,-6,,-4,0,-17,,,-10,,-11,,-16,,-9,-25,,-14,,-13,,,,,,-40,,-12,-33,-28,-10,-35,,-43,-38,-23,-25,,-33,-37,-41,-54,-34,-55,-24,,-36,-9,-35,-38,-22,,-6,-31,-19,-11,,-28,,,-39,-5,-6,-44,-44,-79,-31,-9,-43,,-46,-39,-10,-39,,,,-31,,-55,-35,,,-57,-32,,-16,-21,-2,-40,-35,-10,-36,2,-2,7,5,10,6,5,1,3,-3,9,10,1,5,1,17,12,3,-6,-1,-24,8,9,-1,-10,3,5,4,,-2,,,-2,,,3,15,,,,,-4,2,,,15,05/08/2021 06:15:19 +1000
2020-07-10,-13,-11,-9,7,-9,5,10,-12,1,,17,,-13,-13,,7,0,0,28,-24,-3,-12,-2,4,-12,-13,17,-17,-7,-1,,,-39,,0,16,19,-1,0,7,,3,-10,4,,-5,13,3,8,,4,24,-1,17,6,-11,,,-5,-28,-11,12,,,1,3,2,1,-11,,3,-1,7,-5,1,,-10,-5,2,,-9,0,-23,19,,-8,-6,-3,,,18,25,12,,,30,-4,,-10,1,,4,,,-13,4,,-1,13,12,,13,10,10,8,,,2,12,-10,-7,9,13,,20,7,-3,16,4,5,-3,2,-4,-25,4,-9,1,0,-3,-21,-2,-1,2,1,-1,7,,-7,6,0,0,-4,1,,,-2,,,,,,0,,-3,,-8,1,-17,,,-8,,-7,,-13,,-9,-27,,-15,,-8,-8,,,,,-36,,-8,-27,-38,-3,-37,,-39,-33,-21,-22,,-27,-30,-37,-49,-30,-55,-34,,-32,6,-32,-32,-21,,-5,-28,-22,-2,,-28,-17,,-35,-3,-11,-39,-40,-81,-26,-9,-39,,-41,-33,-17,-35,-16,,,-28,,-55,-39,,,-56,-39,,-24,-24,-4,-32,-31,-9,-35,2,-3,8,10,10,13,0,2,6,-3,10,15,2,2,12,33,8,6,1,0,-25,10,14,2,-6,6,7,7,,-11,,,-1,,,5,13,5,,,,-5,1,,,16,05/08/2021 06:15:19 +1000
2020-07-11,-16,-10,-10,-3,-2,9,10,-13,10,,13,,-5,-20,,4,3,0,18,-26,-7,-10,-6,-3,-18,-10,18,-11,-2,-5,,,-33,,1,20,32,-2,7,6,,5,-9,-3,,-8,12,2,3,,6,22,-1,18,-1,-22,,,-4,-16,-20,14,,,0,6,-4,-5,-17,,1,-3,6,-8,0,,-17,-6,-2,,-16,-3,-29,27,10,-10,-21,0,,,12,18,10,,,9,-3,,-7,4,,2,,,-10,4,,2,12,18,,10,,8,6,,,0,2,-9,-8,10,22,,21,14,-1,12,6,4,,-4,-5,-21,-13,-13,8,0,-9,-30,2,0,-4,0,6,4,,-5,3,0,5,-11,5,,,-5,,,,,,-3,,-5,,-8,1,-14,,,-5,,-5,,-10,,-5,-22,,-9,,-7,-14,,,,,-44,,-12,-35,-53,-2,-50,,-48,-41,-34,-31,,-32,-38,-46,-57,-39,-64,-43,,-43,-16,-37,-47,,,-10,-32,-26,-7,,-38,-18,,-44,-4,-31,-46,-46,-82,-31,-4,-47,-44,-47,-47,-35,-51,,,,-43,,-63,-55,-45,,-63,-56,,-19,-23,-10,-36,-39,-11,-48,3,2,11,13,11,7,1,-3,1,1,14,25,4,12,10,33,6,8,-1,5,-15,9,12,1,-11,9,2,6,,-8,,,5,,,8,13,7,,,,-10,-6,,,20,05/08/2021 06:15:19 +1000
2020-07-12,-16,-12,-9,,-6,2,11,-13,-6,,15,,-18,-26,,10,3,0,35,-28,-7,-5,-8,-6,-14,-14,19,-21,-6,2,,,-35,,-5,24,8,-4,13,14,,4,-18,0,,,15,-4,16,,-11,,-3,25,1,-20,,,-1,-17,-19,15,,,-1,2,6,-11,-18,,2,,1,-12,-7,,-9,-10,-9,,-15,-4,-29,29,,-11,-8,-1,,,12,11,11,,,15,-3,,-8,9,,1,,,-15,6,-5,1,12,27,,7,,11,8,,,1,,-14,-9,15,18,,,37,-5,10,1,5,,-9,-6,-40,-9,,,-5,-7,-17,-3,2,-2,3,5,3,,-3,6,-2,11,,2,,,-2,,,,,,0,,-7,,-7,-3,-20,,,,,-8,,-12,,-7,-30,,-20,,-14,-13,,,,,-43,,-15,-32,-54,-10,-39,,-44,-40,-44,-30,,-30,-36,-46,-53,-39,-58,-43,,-37,-23,-35,-40,,,-15,-33,-26,-10,,-32,,,-42,-11,-49,-48,-45,-78,-29,-8,-49,,-47,-44,-34,-43,,,,-37,,-58,-51,,,-60,-52,,-38,-29,-25,-38,-37,-21,-49,5,-5,15,9,16,12,-1,-1,5,4,12,33,2,25,13,28,15,6,-5,,-19,9,21,-1,-16,8,5,7,,,,,,,,13,,,,,,-14,,,,19,05/08/2021 06:15:19 +1000
2020-07-13,-13,-17,-9,,2,4,6,-10,-19,,3,,-13,-17,,8,1,-5,24,-18,-4,-12,0,-4,-14,-16,5,-17,-8,-2,,,-47,,5,27,8,-1,4,8,,-3,-16,4,,-7,-3,-4,5,,3,15,2,10,15,-18,,,-4,-35,-15,11,,,3,10,1,-8,-13,,3,,3,-9,-3,,-6,-9,-4,,-6,-6,-29,17,,-8,-12,-1,,,16,21,15,,,18,-4,,-11,1,,8,,,-14,7,,-1,12,12,,6,,12,4,,,4,17,-14,-6,6,4,,19,12,-5,10,4,7,,-7,-3,-27,9,,-7,1,0,-18,-2,-3,2,2,5,10,,-2,9,0,-4,,-1,,,1,,,,,,6,,-3,,-2,3,-18,,,-9,,-11,,-15,,-11,-27,,-12,,-12,,,,,,-36,,-12,-27,-46,-6,-30,,-40,-31,-27,-24,,-22,-29,-35,-43,-27,-49,-51,,-29,-20,-31,-32,,,-8,-26,-23,-8,,-24,,,-34,-4,-17,-30,-39,-77,-22,-7,-44,,-39,-37,-24,-32,,,,-21,,-48,-41,,,-52,-58,,-30,-30,-9,-35,-30,-5,-32,-1,0,6,7,13,10,4,2,2,-18,6,15,8,2,12,35,5,6,2,-8,-34,7,-9,-3,-13,2,-5,2,,,,,,,,,8,,,,,-15,,,,3,05/08/2021 06:15:19 +1000
2020-07-14,-16,-15,-17,-6,-2,0,4,-21,-13,,2,,-18,-8,,-7,-6,-6,19,-21,-7,-18,-13,-14,-22,-18,-9,-26,-7,-1,,,-52,,-2,22,-7,-10,-4,-5,,-3,-16,-4,,,,-15,-13,,-6,3,-4,10,-9,-41,,,-16,-44,-22,10,,,-3,-6,-8,-6,-23,,1,,-1,-15,-5,,-42,-12,-8,,-8,-4,-37,11,,-14,-27,-6,,,13,24,9,,,16,-5,,-13,2,,1,,,-16,4,,-3,5,9,,5,,10,5,,,1,22,-10,-7,10,8,,19,6,-3,9,-2,5,3,2,-3,-24,7,,-2,2,-2,-17,-4,-2,1,2,8,5,,1,6,1,-5,,-1,,,7,,,,,,5,,-4,,-4,5,-17,,,-2,,-9,,-7,,-7,-28,,-16,,-14,,,,,,-36,,-14,-30,-39,-12,-33,,-42,-32,-26,-22,,-25,-31,-34,-44,-26,-50,-45,,-30,-23,-30,-35,,,-9,-25,-22,-12,,-25,,,-33,-11,-24,-36,-39,-77,-23,-11,-36,,-40,-36,-20,-31,,,,-25,,-48,-35,,,-51,-51,,-22,-22,-7,-35,-27,-8,-32,2,-3,8,11,14,8,0,6,3,-8,10,12,3,2,12,19,9,6,-4,5,-27,11,5,2,-10,4,-2,4,,,,,,,,,19,,,,,-11,2,,,11,05/08/2021 06:15:19 +1000
2020-07-15,-12,-12,-11,7,-1,2,8,-15,-8,,8,,-13,-9,,-3,-5,1,23,-17,-2,-11,-1,-13,-16,-12,6,-18,-8,1,,,-46,,1,26,5,-7,-2,4,,2,-10,1,,-7,8,-4,1,,0,,2,15,8,-21,,,-5,-32,-11,9,,,2,2,-3,0,-14,,6,-1,5,-7,0,,,-2,0,,-7,-6,-29,5,,-9,-19,3,,,15,20,12,,,22,-3,,-10,5,,6,,,-14,8,-3,7,16,13,,3,,13,5,,,4,25,-7,-7,9,12,,23,14,-5,-2,2,11,5,4,0,-28,16,,-3,3,3,-6,4,5,7,7,11,11,,4,13,4,-4,,4,,,9,,,,,,8,,3,,-3,10,-11,,,6,,-8,,-6,,-1,-20,,-15,,-6,,,,,,-34,,-10,-25,-36,-3,-31,,-40,-29,-21,-23,,-22,-26,-32,-37,-26,-48,,,-27,-18,-21,-33,-21,,-4,-19,-17,-8,,-20,,,-28,-4,-14,-34,-34,-79,-20,-5,-37,,-36,-34,-15,-31,-26,,,-23,,-49,-33,,,-46,-43,,-18,-18,-5,-28,-27,-8,-26,4,4,12,13,27,11,-3,7,3,-6,10,11,7,1,13,28,10,9,0,5,-21,13,6,4,-6,8,0,9,,,,,,,,,14,,,,,-5,6,,,9,05/08/2021 06:15:19 +1000
2020-07-16,-13,-10,-9,-1,2,1,5,-14,-8,,13,,-15,-10,,-4,-7,0,32,-18,-2,-12,0,-14,-18,-16,5,-21,-5,-1,,,-43,,1,24,8,-5,-3,3,,2,-12,3,,-5,,0,8,,0,9,2,18,9,-3,,,-7,-33,-10,13,,,0,8,-3,6,-14,,5,-7,3,-9,-1,,-9,-2,-1,,-10,-4,-26,6,,-5,-7,2,,,14,14,10,,,15,-3,,-11,3,,11,,,-13,7,,4,11,12,,5,,15,5,,,4,23,-9,-7,12,17,,28,9,-4,14,1,11,9,0,2,-20,15,,0,8,2,-5,3,3,9,7,8,11,,6,14,6,-3,,7,,,12,,,,,,8,,-2,,3,7,-12,,,-4,,-8,,-7,,-6,-22,,-12,,-5,,,,,,-37,,-10,-30,-36,-3,-31,,-40,-32,-20,-22,,-29,-31,-36,-48,-30,-52,-37,,-30,-16,-26,-34,-22,,-7,-24,-21,-8,,-23,,,-34,-4,-13,-43,-40,-80,-23,-6,-38,,-42,-36,-13,-33,-23,,,-24,,-54,-34,,,-55,-46,,-16,-24,-4,-35,-31,-5,-31,3,-6,8,6,24,9,-4,6,3,-8,8,11,4,3,4,14,2,7,-5,-5,-29,8,-3,-2,-13,8,-3,4,,,,,,,,2,8,,,,,-9,0,,,70,05/08/2021 06:15:19 +1000
2020-07-17,-12,-8,-11,4,-11,1,15,-14,-8,,15,,-16,-19,,-3,-6,2,32,-17,-2,-13,-2,-11,-20,-12,13,-16,-7,-2,,,-43,,2,23,16,-9,1,10,,5,-13,3,,-7,26,8,11,,-2,22,4,16,3,-13,,,-5,-28,-11,13,,,6,2,-6,4,-13,,2,6,2,-7,5,,-9,-1,3,,-11,2,-25,12,-4,-10,-10,-3,,,21,31,17,,,31,-1,,-7,2,,-10,,,-11,8,,2,16,10,,14,12,17,12,,,6,22,-8,-5,10,17,,27,10,0,34,8,13,10,1,1,-21,23,3,5,3,1,-7,-1,2,7,8,7,13,,5,14,3,1,-2,3,,,8,,,,,,13,,1,,-3,9,-12,,,-2,,-2,,-6,,-4,-23,,-11,,-2,-7,,,,,-33,,-6,-25,-39,4,-31,,-37,-28,-17,-19,,-23,-26,-32,-46,-27,-52,-40,,-29,-3,-25,-29,,,-2,-22,-21,-1,,-23,-19,,-31,-3,-7,-38,-35,-81,-20,-5,-37,,-38,-30,-14,-29,-18,,,-26,,-52,-40,,,-54,-49,,-23,-27,-6,-29,-26,-1,-31,3,-6,11,13,24,10,-6,6,8,-6,13,21,7,-2,16,23,6,8,2,-5,-28,10,5,3,-6,7,3,7,,-16,,,10,,,4,7,4,,,,-4,3,,,12,05/08/2021 06:15:19 +1000
2020-07-18,-13,-4,-11,6,-4,2,11,-13,-5,,22,,-14,-27,,-5,-7,1,25,-21,-6,-11,-7,-13,-17,-12,13,-12,-7,-6,,,-34,,0,23,12,-19,3,2,,10,-11,-2,,-2,5,10,10,,8,24,3,22,-6,-13,,,-5,-14,-14,16,,,3,4,-6,10,-16,,-4,12,-2,-11,3,,-13,1,-3,,-15,-1,-29,17,1,-8,-13,2,,,18,32,17,,,12,1,,-4,9,,0,,,-8,10,,6,21,16,,7,,17,13,,,6,14,-6,-3,15,32,,30,20,3,25,10,13,,-2,-1,-18,0,-15,10,-2,-7,-22,4,4,-2,3,9,7,,6,10,2,5,-15,12,,,4,,,,,,11,,2,,-3,9,-9,,,7,,-2,,-3,,-1,-17,,-4,,0,-13,,,,,-40,,-11,-30,-55,-1,-35,,-37,-36,-32,-26,,-27,-32,-43,-51,-36,-58,-50,,-36,-14,-31,-39,,,-4,-25,-24,-2,-51,-32,-17,,-38,-3,-33,-42,-40,-80,-26,-3,-39,-40,-42,-43,-24,-42,-36,,,-33,,-56,-54,-52,,-59,-57,,-20,-28,-5,-32,-32,-5,-43,5,3,16,14,29,7,-9,5,2,1,17,32,10,9,15,25,15,8,4,54,-12,11,8,2,14,11,5,9,,-12,,,7,,,11,12,5,,,,-9,-7,,,20,05/08/2021 06:15:19 +1000
2020-07-19,-14,-6,-10,,0,0,14,-13,-13,,23,,-18,-25,,1,-8,0,37,-19,-4,-9,-5,-16,-16,-16,12,-23,-9,-1,,,-36,,-4,20,-11,-19,7,6,,15,-19,0,,,7,6,23,,-6,,1,29,-3,-8,,,-2,-16,-12,14,,,4,4,0,15,-15,,-6,,-4,-11,-9,,4,-2,-11,,-12,-4,-30,15,,-8,-7,1,,,16,27,15,,,14,2,,-3,14,,1,,,-10,11,18,10,20,23,,10,,18,11,,,9,,-8,-2,20,49,,,,0,10,9,15,,-5,-4,-40,-24,-12,,-4,-3,-19,5,6,-4,5,10,5,,1,14,4,16,-21,6,,,3,,,,,,-6,,-6,,2,-2,-16,,,,,-4,,-17,,0,-24,,-10,,-9,,,,,,-42,,-18,-31,-58,-7,-41,,-42,-37,-33,-29,,-29,-32,-45,-51,-40,-59,-52,,-34,-20,-36,-39,,,-9,-33,-27,-4,,-36,,,-44,-4,-35,-49,-43,-80,-25,-3,-47,,-47,-44,-30,-42,,,,-32,,-61,-53,,,-60,-52,,-33,-31,-11,-38,-34,-2,-49,6,-18,19,13,35,5,-16,3,3,-5,14,23,5,15,16,28,16,2,-4,,-18,8,16,-1,-14,9,1,9,,,,,,,,5,,,,,,-15,,,,82,05/08/2021 06:15:19 +1000
2020-07-20,-14,-15,-12,,-4,1,4,-16,-12,,-3,,-19,-21,,2,-4,-4,15,-11,-7,-16,-2,-9,-22,-17,-3,-22,-11,-8,,,-50,,-4,10,-23,-15,0,0,,-1,-19,1,,-7,3,0,8,,-1,,0,6,8,-10,,,-7,-36,-14,9,,,-1,0,-13,-2,-14,,-3,,-1,-12,-5,,,-6,-5,,-9,-9,-30,3,,-9,-12,-4,,,18,33,16,,,19,-3,,-10,5,,9,,,-13,5,,0,17,15,,,,14,3,,,5,19,-10,-4,9,13,,27,18,-5,9,3,10,,-3,-4,-18,-6,,2,-3,-2,-25,-2,-2,2,2,4,7,,-1,12,0,-7,,-5,,,2,,,,,,-11,,-9,,-2,1,-18,,,-5,,-9,,-15,,-6,-27,,-17,,-10,,,,,,-37,,-12,-31,-50,-4,-32,,-44,-29,-18,-24,,-26,-28,-36,-43,-29,-51,-58,,-29,-18,-27,-34,,,-9,-25,-22,-7,,-26,,,-35,-8,-14,-41,-39,-80,-23,-8,-40,,-40,-37,-25,-36,,,,-27,,-49,-42,,,-52,-58,,-21,-27,-8,-37,-29,0,-33,2,-4,15,5,24,5,-17,4,4,-12,11,13,3,5,14,44,13,7,-1,5,-27,10,14,0,-9,5,-6,5,,,,,,,,,20,,,,,-11,,,,8,05/08/2021 06:15:19 +1000
2020-07-21,-17,-18,-16,-6,-5,-1,-3,-15,-17,,-6,,-20,-18,,-3,-7,-2,17,-22,-11,-18,-8,-12,-24,-18,-14,-25,-12,-10,,,-49,,-5,8,-38,-19,-12,-8,,-2,-16,0,,,30,-4,7,,-5,,-3,-7,-6,-24,,,-10,-33,-15,5,,,-3,-5,-12,-1,-17,,-7,-2,0,-15,-12,,-41,-6,-13,,-15,-13,-33,5,-8,-12,-8,-5,,,12,28,9,,,13,-5,,-12,4,,3,,,-16,2,,-3,10,8,,8,,10,2,,,1,16,-9,-7,10,7,,21,3,-3,6,-1,7,0,3,-7,-28,-11,,-4,-5,-5,-24,-8,-4,-4,0,6,2,,1,10,-5,-5,,-5,,,1,,,,,,-13,,-9,,-2,2,-18,,,-9,,-9,,-17,,-7,-25,,-19,,-14,,,,,,-39,,-19,-33,-42,-13,-38,,-45,-32,-22,-26,,-29,-33,-38,-43,-32,-53,-57,,-34,-23,-29,-38,-31,,-10,-29,-23,-12,,-29,,,-36,-14,-20,-42,-43,-79,-25,-9,-42,,-44,-40,-20,-35,,,,-29,,-51,-39,,,-54,-48,,-17,-25,-12,-41,-30,-10,-36,0,-12,10,9,18,1,-20,0,1,-12,11,6,-2,4,10,19,10,4,-6,5,-27,7,10,1,-8,4,-2,8,,,,,,,,,14,,,,,-5,3,,,8,05/08/2021 06:15:19 +1000
2020-07-22,-16,-15,-17,-5,-10,-2,-2,-15,-14,,-7,,-19,-21,,0,-6,-1,14,-27,-12,-17,-7,-12,-23,-18,-9,-25,-16,-10,,,-49,,-4,8,-38,-20,-10,-5,,-3,-15,0,,-10,10,-2,4,,-4,,-6,1,-4,-21,,,-11,-34,-12,4,,,-2,-6,-22,0,-14,,-4,-4,-1,-13,-11,,,-2,-9,,-16,-12,-31,-3,,-12,-10,-5,,,17,22,15,,,21,-6,,-11,0,,4,,,-17,3,5,0,11,6,,0,,10,3,,,0,19,-13,-9,6,8,,17,5,-9,-2,0,7,-2,0,-7,-33,-4,,-2,1,-3,-15,-4,1,-4,3,2,4,,-3,9,-4,-5,-19,-3,,,-2,,,,,,-12,,-5,,-10,6,-15,,,-9,,-12,,-13,,-6,-22,,-17,,-10,,,,,,-38,,-17,-29,-36,-6,-37,,-45,-31,-29,-26,,-27,-30,-36,-40,-30,-54,-56,,-32,-25,-24,-36,,,-8,-26,-22,-12,,-26,,,-33,-11,-16,-38,-39,-81,-25,-9,-39,,-40,-37,-21,-35,-31,,,-35,,-52,-37,,,-53,-45,,-24,-23,-12,-35,-31,-9,-33,0,-11,10,7,16,3,-22,4,2,-10,12,7,-1,5,8,33,11,3,-2,8,-26,8,2,2,-5,3,-3,8,,,,,,,,,16,,,,,-2,2,,,8,05/08/2021 06:15:19 +1000
2020-07-23,-18,-13,-14,-3,-7,2,-1,-16,-19,,-5,,-19,-22,,0,-6,-3,21,-30,-10,-14,-8,-12,-19,-21,-7,-27,-17,-11,,,-47,,-5,7,-36,-17,-10,-1,,0,-17,3,,0,,1,14,,-4,,-6,-5,-2,-11,,,-11,-32,-11,7,,,-5,-2,-23,0,-12,,-6,-5,-1,-12,-12,,,-4,-11,,-15,-13,-27,-2,1,-11,-1,-5,,,25,22,21,,,29,-6,,-13,1,,5,,,-17,4,,-5,6,8,,7,,10,4,,,0,21,-16,-10,8,7,,22,3,-9,10,0,9,5,6,-3,-22,3,,1,0,0,-13,-5,-1,-3,2,4,3,,-1,11,2,-6,,-2,,,3,,,,,,-6,,-7,,0,4,-16,,,-10,,-12,,-15,,-9,-25,,-15,,-10,,,,,,-44,,-17,-38,-39,-12,-40,,-47,-38,-31,-31,,-37,-37,-43,-53,-38,-58,-59,,-39,-22,-37,-42,-33,,-9,-37,-24,-11,,-32,,,-43,-9,-16,-49,-47,-82,-33,-11,-45,,-49,-41,-18,-40,-28,,,-37,,-60,-42,,,-62,-46,,-22,-29,-14,-44,-39,-12,-40,-1,-13,10,4,16,2,-19,0,0,-14,7,8,-2,5,4,17,8,2,-7,12,-29,7,-3,-1,-10,1,1,4,,,,,-5,,,-3,10,,,,,-3,-3,,,9,05/08/2021 06:15:19 +1000
